version,num_iter,epsilon,training_time,average_score,all_scores
ver2,10,0.0001,4.70293402671814,-1367.62,-1598.0935998712682,-1651.40207732346,-1675.6133680476173,-1630.0881505293457,-1494.324733092357,-729.081515515842,-1685.7806248738473,-1467.6248668224225,-1619.4763013791571,-1492.3886857226264,
ver2,10,0.001,4.717881679534912,-1267.94,-1625.1792065378436,-1227.5033711496183,-1183.6532038383255,-1597.0062008164807,-1496.822816462322,-1127.499343463135,-1662.883799332191,-1086.0155257188633,-1486.611154402467,-1454.1706746152465,
ver2,10,0.01,4.678647994995117,-1278.92,-1795.1912975059222,-1572.2126390808178,-1173.6189110665773,-1455.9872494749336,-962.1977479561152,-1407.88579043826,-1383.2328707071135,-1294.1284834159226,-1497.1255473399362,-1526.484665745013,
ver2,15,0.0001,107.52253222465515,-1342.76,-1540.4820432074762,-1166.3296081240558,-1719.0834330774526,-1366.5153966684206,-1724.4729706405813,-1178.073529937132,-1764.8068771932394,-1879.203895563066,-1189.3295318769028,-1242.0616934893717,
ver2,15,0.001,108.31614971160889,-1312.54,-1836.952601381307,-1849.6622950327169,-1322.7756864260375,-1138.07009167297,-1112.138156448664,-1617.8599201360814,-1490.3360483394122,-1373.452033337066,-1253.8870704115159,-1442.780466791192,
ver2,15,0.01,109.64094185829163,-1369.45,-1202.5548368034204,-1280.0351688232918,-1342.077010185981,-1859.1801396131414,-1461.0847468733996,-1832.3786695193005,-1369.5655599709064,-1645.3339696040757,-1450.8627944355135,-1620.8816140861004,
ver2,200,0.0001,1510.6067333221436,-1401.35,-1337.4174051491993,-1661.2608966617413,-1580.428163752548,-1492.0600696724296,-1450.2729248376868,-1660.6734447969404,-1552.4554006441283,-1591.9645389983582,-1503.6081765624685,-1584.7527730460786,
ver2,200,0.001,1429.1243529319763,-1109.39,-1850.7828395190018,-1161.0393858197576,-1836.6532646415587,-862.7303173477086,-1068.882457961441,-894.6942310986125,-895.0087109410771,-866.2099031149847,-1844.2017589596494,-923.0948800694424,
ver2,200,0.01,1404.4555277824402,-1135.02,-1111.307099886968,-1105.4859290989368,-1823.6760027741764,-1164.1199011940485,-1452.117635579666,-1174.2281328080865,-1186.3855902838611,-1196.3341515712289,-1156.3308792004927,-1115.211829640742,
ver2,20,0.0001,9.398371934890747,-1088.63,-1069.9625897103658,-1516.1557028476002,-891.9584507823635,-1798.6300499570623,-1260.0741109892617,-746.8816398819822,-903.1415222844298,-1173.9689600315028,-1296.7243479991744,-1317.48444183591,
ver2,20,0.001,9.180196046829224,-1132.89,-1389.0491165229107,-1181.0983647675032,-947.6463966949857,-1434.6078337224228,-969.400404204408,-1793.5886909024227,-1197.526999177686,-1165.6940513439238,-1098.2568287438037,-1284.9355142588222,
ver2,20,0.01,8.933069229125977,-1126.43,-1724.7644258686216,-1217.696362022725,-1561.9309705484222,-1547.2142262930079,-760.52500870375,-1541.3651737275886,-775.6270704691087,-860.5299673084478,-1623.558048363506,-777.4856207181658,
ver2,30,0.0001,13.681586742401123,-1158.98,-1648.9381284665592,-895.9439876021297,-862.1179084036709,-1543.6990696098026,-1881.0435074436416,-1000.9252228881674,-1745.8602401799371,-1291.5670139041822,-949.3698490173433,-929.2677025529214,
ver2,30,0.001,13.757093667984009,-1203.6,-1787.1432809946941,-1122.577542777304,-982.7341927308447,-1049.3834373164052,-1040.3167215748263,-1194.5088456169938,-1786.7682238626617,-1070.1439273307874,-1407.6117905468702,-1798.3844791508598,
ver2,30,0.01,13.758579730987549,-951.398,-1411.9755908319996,-970.4511646801285,-879.3111317371166,-747.4543107144237,-949.3203601319589,-1552.4636791348441,-747.7295464938917,-962.5603625841308,-969.2383249854348,-1274.8703283535979,
ver2,50,0.0001,23.077808618545532,-1120.27,-1498.2322288830337,-962.9183131591367,-1495.0216184063784,-968.7467704619723,-862.1827107108669,-1418.7058683926043,-1288.1221481238692,-1110.72600064999,-1167.735037759934,-1550.5376888744377,
ver2,50,0.001,23.278241395950317,-1327.78,-1620.4133644078454,-1658.305750602643,-1591.7525688662085,-1501.432489007716,-1062.0892494579157,-1570.820066429633,-1170.401997096161,-1082.8815842585493,-1695.0381243818574,-1652.4440124084038,
ver2,50,0.01,22.85450506210327,-1158.1,-1342.8285415524367,-807.0143020022449,-1520.7494191601857,-1288.2778859327732,-1070.129660908833,-1831.6425415130736,-1271.4977521673986,-1209.2345263868028,-1119.8577572188842,-1277.9003461329144,
